id,screenName,tags,avatar,followersCount,friendsCount,lang,lastSeen,tweetId,friends
1969527638,LlngoMakeEmCum_,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/534286217882652672/FNmiQYVO_normal.jpeg,319,112,en,1472271687519,769310701580083200,"[ '1969574754','1969295556','1969284056','1969612214','1970067476','1969797386','1969430539','1969840064','1969698176','1970005154','283011644','1969901029','1969563175','1969302314','1969978662','1969457936','1969667533','1969547821','1969943478','1969668032','283006529','1969809440','1969601096','1969298856','1969331652','1969385498','1969674368','1969565263','1970144676','1969745390','1969947438','1969734134','1969801326','1969324008','1969259820','1969535827','1970072989','1969771688','1969437804','1969507394','1969509972','1969751588','283012808','1969302888','1970224440','1969603532','283011244','1969501046','1969887518','1970153138','1970267527','1969941955','1969421654','1970013110','1969544905','1969839590','1969876500','1969674625','1969337952','1970046536','1970090934','1969419133','1969517215','1969787869','1969298065','1970149771','1969422638','1969504268','1970025554','1969776001','1970138611','1969316186','1969547558','1969689272','283009727','283015491','1969526874','1969662210','1969536164','1969320008','1969893793','1970158393','1969365936','1970194418','1969942094','1969631580','1969704756','1969920092','1969712882','1969791680','1969408164','1969754851','1970205480','1969840267','1969443211','1969706762','1969692698','1969751576','1969486796','1969286630','1969686674','1969833492','1969294814','1969472719','1969685018','283008559','283011243','1969680078','1969545697','1969646412','1969442725','1969692529' ]"
1393409100,jesseayye,"[ '#narcos' ]",http://pbs.twimg.com/profile_images/713282938218029056/KWq2vCq__normal.jpg,120,107,en,1472804144409,771622623583186944,"[ '86868062','19697415','2998836604','456295047','749313772414574592','740059831197937664','3301858405','625393716','1692033912','3886713794','2691182035','4766139451','130765040','241822311','3280637490','2900125707','3246405074','2570219586','29554553','327247276','253680914','434545375','8521542','26257166','711525468','385649473','139979729','1196437938','1143153330','890891','601324911','602242927','506173076','891566299','365234647','1958900412','57215697','418950616','184676037','440542872','27913599','364686180','450389164','15492359','539718882','2248438657','1123316882','892665115','43403778','118906389','269131432','166367896','505472864','1693067623','75859623','49804260','45404377','1564986109','415859364','1102746062','23976478','49921037','1030526820','275653873','42419397','1078419452','438933907','130684475','352145373','65153448','184313387','45112524','24485503','19426551','538630932','269108959','76257918','365431868','440716184','126123063','23561980','409892162','567828655','335548296','874620770','365276923','87105410','23298808','557379987','20346956','258185832','166057653','1059194370','31299702','277363312','25521487','35145790','30814382','962360714','29155218','362549978','303515799','118925750','175206444','524984688','426962670','499540353' ]",
99769502,andhesonit,"[ 'felipe massa' ]",http://pbs.twimg.com/profile_images/2750403044/615e39ce2e4cb17f287ff7ae760aca3a_normal.jpeg,1875,111,en,1472732443867,771321872936042496,"[ '16874201','223345936','46893921','130408348','30345691','392391307','713030233054511105','27513068','322593796','7291092','36339032','245970800','21044208','262358729','1463897822','68674747','125832497','51146761','259499671','3003703089','1724322559','122481376','169663507','48804817','609287853','337961957','22924424','2432671776','221056089','230844641','21046818','39666777','16516063','1323105444','256631098','20312867','1261069340','1161190970','260295434','542838911','29608600','75446868','276763380','226045849','252277635','328499550','116983337','156606331','20600235','18156714','37014098','188760232','59621828','26106310','36489352','24593014','313925523','405217932','21914073','27866299','99941246','16829509','28247294','271972038','26329963','279792997','83852999','264348057','36783122','30969644','244690266','55353207','23714692','63635257','110871885','74461072','54987639','35513953','28472955','20049315','158762646','95059819','21302878','118921833','120198145','119059444','106146884','79035632','22170001','113195690','44029470','38430803','51139120','28708683','106514318','37050345','21677706','55990504','35836665','28985803','36722746','35117415','90743050','53237342','27476898','34394666','38290589','43561467','30091081','33136414','25363608' ]",
3157134163,michellemichmic,"[ '#justinssextapeleakedparty' ]",http://pbs.twimg.com/profile_images/753994744154382336/GUDkGcsi_normal.jpg,138,110,en,1472384882610,769856892327776256,"[ '2395608518','728499911000391680','706770120','2178794346','2847258711','590726543','1659312505','59325073','287333780','33715583','362873183','2936637238','4408450153','257639463','25684856','1563219583','291547392','439165626','567473037','3399224657','613455312','3437565839','221412285','3142460840','25460615','910874659','405728790','879574892','810218616','3162735354','3248114544','706426161979478016','2909269714','1625407363','444523072','398750229','502704528','465404120','1731644155','3729500476','2295511306','21075246','321970500','474576874','2348109656','57716608','340035311','196853360','431269275','355049919','38909773','4622560374','285921548','621643185','2489534652','736216069','577920014','3536695632','3028739900','216430965','37972440','940645423','1372084597','306727122','1108861566','989215531','2354128850','3065068562','379112503','154039740','27376525','2593414746','1218219020','1336632518','2935274304','379408088','333175605','606856466','954427716','3020134978','39538010','299533577','537226808','92706361','335743616','1427850704','2770059900','332788870','751612428','84279963','537315621','66339576','944001884','407261533','237634998','321445166','139399835','416983726','434631240','406842317','158314798','105119490','181561712','322034722','241848434','752712500','312757794','2267235144','283983962','3041311088' ]"
1969604874,reml_conway,"[ '#backtohogwarts' ]",http://pbs.twimg.com/profile_images/534277126883901440/laUhqSHr_normal.jpeg,228,112,en,1472735923879,771336465124986880,"[ '283011482','1969331228','1969616599','1970201022','1969967443','1969530366','1969592875','1969695488','1969791360','1969716620','1969671817','1969669044','1969764865','1969740193','1969729298','1969435255','1969613046','1969351873','1969600392','1969512242','1969774399','1969574840','1969448726','1969798825','1969981423','1969351897','283010946','1969468614','1969334568','283007190','1969763984','1969624730','283007538','1969979214','1970150629','1970259193','1969944115','1969897742','1969453051','1969826186','1969676426','1969635092','1969535827','1969370425','1969452247','1969564466','1970001150','1969411104','1969995840','1970190690','1969734540','1970219671','1969440758','1969388256','1969591850','1969864562','1969893884','1970225840','1969511881','1969714802','1970020092','1969518536','1969234446','1969848331','1969998786','1969679612','1969261380','1969776001','1969877786','1970016326','1970059748','1969825172','1970271061','1969992902','283011700','1970041760','1969659733','1969572642','1970089340','1969644482','283011172','1969888351','1969830894','1969766263','1969473733','1969760288','1969796876','1969630182','1969362121','1969633266','1970017230','1970239106','1969697491','1969808155','1969599223','1969309255','1969576927','1969328563','1969307184','1969598989','1969792020','1969282158','283012872','283007150','1969444663','1969484636','1970315587','1969645633','1970233033','1969712882','1969389883','1969759633' ]"
353480695,ambreezye,"[ '#prettylittleliars' ]",http://pbs.twimg.com/profile_images/703807200251285504/tTOq-ZxX_normal.jpg,178,110,en,1472804375339,771623591959855104,"[ '2336027911','130991061','33597201','21219827','105715305','1345393938','101798589','286993966','53643297','174520063','159113258','24903350','19409270','878691073','1631151697','624297539','2876727261','478748530','328502647','385203914','3235337017','256171302','522704732','2735583090','172038606','319309353','445047176','235571004','26033708','4700703114','558810910','248764211','3484149855','184910040','14724725','70030496','1633586760','1321629762','378857345','55487983','883547192','474404602','242943461','154405424','166782167','2295511306','3045066888','3244091652','41954652','14532539','273987922','1032809658','29873677','305331888','485424351','2967431586','2488902630','214335985','319021612','309313281','54084665','19496182','84092181','38234856','2842795300','10671602','520664359','371447647','1372975219','2259003873','2248855666','225548616','860237030','18382902','218167872','65184105','141436701','51263592','16403943','23378107','57594324','133575063','1183671240','1286871470','1322996809','47788661','607374056','1366346046','1362845179','110415837','19564719','391646399','169194549','132915237','462336027','254107562','172997949','464982304','251456890','362733866','165963007','251698089','40918816','428333','22823970','8824902','66160741','184511979','174533632','15846407' ]"
1282070173,e_loochie,"[ '#replacetøplyricswithharambe' ]",http://pbs.twimg.com/profile_images/762914322930511872/CVP11As-_normal.jpg,414,388,en,1472384391702,769856323596918784,[]
2966611953,WWMobileNews,"[ 'galaxy note 7' ]",http://pbs.twimg.com/profile_images/557546817127067649/lY8E6tt9_normal.jpeg,143,104,en,1472807007759,771634633087651842,"[ '362986008','27217647','317005063','2454714289','468523252','256573068','952630182','53372701','20822832','2478183894','980805962','400962072','1219104710','3007673991','2265407570','80570366','2571153901','123081895','395279518','2993062703','191029020','121336088','265058123','22882552','1684646136','18363361','2722310510','2337087786','322744388','136208045','415850821','1383454218','43570256','1618402586','24038669','37293929','280261048','109100089','994136382','741606182','40848717','2282134908','14296525','14463728','563488516','2755932342','227423290','1207689506','297169759','49753110','15008936','1912153058','38500908','23004297','48865223','277207672','13283552','5812922','1004061','14072398','81235913','894057794','858051','119802433','15662446','10849802','14426771','419648971','1705885393','18802495','23876361','2800896148','2966334616','15147261','38856166','106491684','14547107','87813132','8340752','27200839','23242968','23100294','30431711','12553672','26557407','14650998','32629751','18194274','16487447','70723','98425584','21699296','10623142','14832852','377574187','1089451280','89696456','7246192','82470830','95888725','54215090','2445198660','30722350','761349080' ]",
736866783794221057,BIEBERnRIRI,"[ '#journalsstansparty' ]",http://pbs.twimg.com/profile_images/770345319280349192/vGLwuQ0P_normal.jpg,291,105,en,1472801254828,771610330703147008,"[ '87181515','1315810760','744229226799325184','1145862056','847473354','1624199647','766943236124401664','29375776','3395844315','261504671','912873812','64090343','2875612856','194650750','330659217','700800003355369472','4579249415','3004117364','65725352','1413180642','713399811832209408','3668601074','755884581539176448','57106114','334134837','1612493238','607106848','188363858','264974458','2335061594','4861280519','1648505600','3903361045','2566083968','466823127','2476141748','2693792977','1416193639','3297878332','245819759','2938428864','737592847','153970851','288121604','2177005732','2869023790','2894242926','303258123','752219499768713216','1918465476','746013099526918149','3290173433','2959162577','1321302325','743250382814486528','259540720','2357450476','614469984','715826228','3643692441','2415010464','597326402','150980360','961705621','1539899304','2965933991','106938154','4623618377','1281475718','2232692340','576764901','1314110592','705736678779047936','603121976','2156009408','2155631643','610121214','351159844','2373766015','183810855','2865959578','2341433989','615290114','3319203458','547688216','262894218','3617367632','210687503','2386801662','1402325996','716312702965178368','702162816','1912409336','955721514','233205224','2216077221','747492229841883136','1444485836','607440185','164866409','3287235476','2446281000','608466245','568681767','27260086' ]"
277759851,ThePerfectPad57,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/767461054079127552/75GKciCF_normal.jpg,483,282,en,1472264950206,769304032057909252,[]
